day total gv gu gd ga gn gl lg lb la ln lo tt tr ts li lv to lt lu tk th ti tg te ta yi yo de da oj dz st dv qu kn el eo en zh ee za mh eu et es ru rw rm rn ro jv be bg ba wa wo bm bn bo bh bi br bs ja om ms ty oc und tw os or xh ch co ca ce cy cs cr cv cu ve ps pt unknown tl pa pi ak pl hz hy hr iu ht hu hi ho ha he mg uz ml mn mi ik mk ur mt uk mr ug my ki aa ab ae ss af tn vi is in am it iw an ii ia as ar su io av ay az ie id ig sk nl nn no na nb nd ne ng ny vo zu so nr nv sn fr sm fy fa ff fi fj sa fo ka kg ckb kk sr sq ko sv km kl ks kr si kj kw kv ku sl sc ky sg sw se sd 
68 312067 0 1 0 0 0 0 0 0 0 0 0 0 11985 0 0 140 0 144 0 0 921 0 0 0 10 0 0 1621 284 0 0 0 0 0 0 162 0 146764 126 0 0 0 203 477 32754 4405 0 0 0 184 0 0 38 0 0 0 0 19 0 0 0 0 0 4530 0 0 0 0 23657 0 0 0 0 0 0 0 0 206 241 0 0 0 0 0 45713 0 2220 0 0 0 1031 0 9 0 0 842 269 308 0 0 0 0 0 12 0 0 0 0 156 0 202 3 0 0 0 0 0 0 0 0 0 26 126 2498 1 2874 136 0 0 0 0 15360 0 0 0 0 0 0 0 0 0 1704 0 240 0 0 0 14 0 0 0 0 0 0 0 0 7679 0 0 300 0 465 0 0 0 0 0 6 0 46 0 208 648 0 0 0 0 4 0 0 0 0 94 0 0 0 0 0 1 
69 310092 0 1 0 0 0 0 0 0 0 0 0 0 13273 0 0 139 0 109 0 0 562 0 0 0 11 0 0 1411 304 0 0 0 0 0 2 103 0 142896 121 0 0 0 236 479 33326 3505 0 0 0 192 0 0 30 0 0 0 0 11 0 0 0 0 0 7382 0 0 0 0 23621 0 0 0 0 0 0 0 0 196 233 0 0 0 0 0 49155 0 2119 0 0 0 821 0 3 0 0 733 216 279 0 0 0 0 0 7 0 0 0 0 129 0 162 0 0 0 0 0 0 0 0 0 0 44 100 2431 2 2517 88 0 0 0 0 12554 0 0 0 0 0 0 0 0 0 1323 0 204 0 0 0 6 0 0 0 0 0 0 0 0 7564 0 0 237 0 389 0 0 0 0 0 18 0 42 0 176 535 0 0 0 0 4 0 0 0 0 91 0 0 0 0 0 0 
70 308551 0 2 0 0 0 0 0 0 0 0 0 0 9078 0 0 114 0 103 0 0 479 0 0 0 8 0 0 1216 264 0 0 0 0 0 0 113 0 143642 130 0 0 0 232 482 35817 2278 0 0 0 229 0 0 20 0 0 0 0 0 0 0 0 0 0 10143 0 0 0 0 22945 0 0 0 0 0 0 0 0 215 146 0 0 0 0 0 51822 0 2465 0 0 0 723 0 10 0 0 805 153 216 0 0 0 0 0 6 0 0 0 0 111 0 121 3 0 0 0 0 0 0 0 0 0 38 171 3321 1 1978 53 0 0 0 0 10148 0 0 0 0 0 0 0 0 0 1084 0 235 0 0 0 3 0 0 0 0 0 0 0 0 6158 0 0 164 0 324 0 0 0 0 0 2 0 33 0 267 412 1 0 0 0 2 0 0 0 0 65 0 0 0 0 0 0 
71 305184 0 0 0 0 0 0 0 0 0 0 1 0 5546 0 0 101 0 119 0 0 798 0 0 1 7 0 0 915 210 0 0 0 0 0 0 70 0 145035 163 0 0 0 195 445 36965 1652 0 0 0 160 0 0 21 0 0 0 0 6 0 0 0 0 0 14713 0 0 0 0 22517 0 0 0 0 0 0 0 0 204 167 0 0 0 0 1 49413 0 3524 1 0 0 478 0 2 0 0 846 104 220 0 0 0 0 0 3 0 0 0 0 54 0 46 3 0 0 0 0 0 0 0 0 0 68 203 4402 1 1641 24 0 0 0 0 7390 0 0 0 0 0 0 0 0 0 604 0 218 0 0 0 17 0 0 0 0 0 0 0 0 4651 0 0 116 0 326 0 0 0 0 0 2 0 17 0 408 337 2 0 0 0 3 0 0 0 0 48 0 0 0 0 0 0 
72 303578 0 4 0 0 0 0 0 0 0 0 0 0 3532 0 0 81 0 134 0 0 1297 0 0 1 13 0 0 775 216 0 0 0 0 0 3 36 0 140225 269 0 0 0 208 409 38470 1078 0 0 0 152 0 0 9 0 0 0 0 19 0 0 0 0 0 18871 0 0 0 0 21562 0 0 1 0 0 0 0 0 152 120 0 0 0 0 0 51383 0 4915 1 0 0 333 0 1 0 0 770 107 324 0 0 0 0 0 4 0 0 0 0 65 0 45 8 0 1 0 0 0 0 0 0 0 54 157 5680 0 1003 8 0 0 0 0 5487 0 0 0 0 0 0 0 0 0 532 0 157 0 0 0 27 0 0 0 0 0 0 0 0 3521 0 0 97 0 338 0 0 0 0 0 0 0 26 0 592 237 1 0 0 0 11 0 0 0 0 56 0 0 0 0 0 0 
73 304484 0 6 0 0 0 0 0 0 0 0 2 0 1907 0 0 84 0 149 0 0 1947 0 0 3 49 0 0 779 185 0 0 0 0 0 13 34 0 137488 325 0 0 0 224 485 38425 897 0 0 0 175 0 0 6 0 0 0 0 19 0 0 0 0 0 21380 0 0 0 0 21127 0 0 3 0 0 0 0 0 172 127 0 0 0 0 1 54482 0 5708 3 0 0 280 0 0 0 0 757 111 621 0 0 0 0 0 2 0 0 0 0 79 0 25 24 0 3 0 0 0 0 0 0 0 85 148 6430 0 913 8 0 0 0 0 3928 0 0 0 0 0 0 0 0 0 447 0 190 0 0 0 68 0 0 0 0 0 0 0 0 2764 0 0 92 0 299 0 0 0 0 0 1 0 3 0 697 231 2 0 0 0 9 0 0 0 0 62 0 0 0 0 0 0 
74 305273 0 26 0 0 0 0 0 0 0 0 0 0 1277 0 0 78 0 161 0 0 2627 0 0 7 68 0 0 512 332 0 0 0 0 0 17 18 0 137331 417 0 0 0 213 434 36373 884 0 0 0 140 0 0 4 0 0 0 0 12 0 0 0 0 0 24053 0 0 0 0 21777 0 0 1 0 0 0 0 0 195 115 0 0 0 0 0 52676 0 6730 2 0 0 261 0 1 0 0 756 126 931 0 0 0 0 0 26 0 0 0 0 81 0 25 32 0 1 0 0 0 0 0 0 0 95 113 7644 0 782 15 0 0 0 0 3856 0 0 0 0 0 0 0 0 0 393 0 245 0 0 0 67 0 0 0 0 0 0 0 0 1973 0 0 72 0 308 0 0 0 0 0 0 0 6 0 719 192 0 0 0 0 30 0 0 0 0 43 0 0 0 0 0 0 
75 300900 0 36 0 0 0 0 0 0 0 0 2 0 1271 0 0 92 0 111 0 0 3033 0 0 10 123 0 0 500 160 0 0 0 0 0 29 43 0 139783 460 0 0 0 211 467 32437 1022 0 0 0 171 0 0 9 0 0 0 0 17 0 0 0 0 0 26192 0 0 0 0 22344 0 0 4 0 0 0 0 0 156 84 0 0 0 0 1 43415 0 7511 3 0 0 238 0 1 0 0 735 120 1116 0 0 0 0 0 35 0 0 0 0 96 0 38 30 0 0 0 0 0 0 0 0 0 121 100 8344 1 742 55 0 0 0 0 5636 0 0 0 0 0 0 0 0 0 450 0 145 0 0 0 84 0 0 0 0 0 0 0 0 1663 0 0 59 0 310 0 0 0 0 0 0 0 12 0 814 181 1 0 0 0 22 0 0 0 0 53 0 0 0 0 0 1 
76 275848 0 42 0 0 0 0 0 0 0 0 2 0 2041 0 0 80 0 129 0 0 3992 0 0 10 181 0 0 735 152 0 0 0 0 0 18 67 0 119607 496 0 0 0 237 544 28280 1655 0 0 0 180 0 0 12 0 0 0 0 28 0 0 0 0 0 27821 0 0 0 0 20663 0 0 4 0 0 0 0 0 158 106 0 0 0 0 3 35578 0 8527 1 0 0 278 0 0 0 0 694 101 1406 0 0 0 0 0 27 0 0 0 0 150 0 53 42 0 4 0 0 0 0 0 0 0 159 79 9425 0 774 121 0 0 0 0 6994 0 0 0 0 0 0 0 0 0 462 0 130 0 0 0 86 0 0 0 0 0 0 0 0 1705 0 0 101 0 353 0 0 0 0 0 0 0 3 0 1122 168 1 0 0 0 30 0 0 0 0 31 0 0 0 0 0 0 
77 251242 0 41 0 0 0 0 0 0 0 0 6 0 3538 0 0 106 0 113 0 0 4471 0 0 11 152 0 0 993 141 0 0 0 0 0 28 156 0 106891 582 0 0 0 225 574 22133 2411 0 0 0 163 0 0 19 0 0 0 0 19 0 0 0 0 0 28247 0 0 0 0 18250 0 0 2 0 0 0 0 0 142 144 0 0 0 0 0 24830 0 8846 4 0 0 354 0 0 0 0 670 173 1691 0 0 0 0 0 30 0 0 0 0 190 0 69 62 0 11 0 0 0 0 0 0 0 180 65 10329 2 1224 162 0 0 0 0 7724 0 0 0 0 0 0 0 0 0 687 0 157 0 0 0 92 0 0 0 0 0 0 0 0 2029 0 0 147 0 420 0 0 0 1 0 4 0 23 0 1125 284 2 0 0 0 24 0 0 0 0 73 0 0 0 0 0 0 
78 236415 0 92 0 0 0 0 0 0 0 0 2 0 6098 0 0 97 0 93 0 0 4465 0 0 11 144 0 0 1218 204 0 0 0 0 0 15 246 0 96346 578 0 0 0 198 585 16423 3225 0 0 0 160 0 0 24 0 0 0 0 31 0 0 0 0 0 31969 0 0 0 0 18059 0 0 9 0 0 0 0 0 158 157 0 0 0 0 4 16892 0 8375 5 0 0 564 0 2 0 0 637 153 1659 0 0 0 0 0 64 0 0 0 0 240 0 129 68 0 6 0 0 0 0 0 0 0 147 70 10476 0 1786 224 0 0 0 0 7966 0 0 0 0 0 0 0 0 0 885 0 139 0 0 0 84 0 0 0 0 0 0 0 0 2872 0 0 171 0 528 0 0 0 0 0 4 0 19 0 1071 456 0 0 0 0 16 0 0 0 0 95 0 0 0 0 0 1 
79 228238 0 89 0 0 0 0 0 0 0 0 0 0 8614 0 0 117 0 96 0 0 4385 0 0 8 195 0 0 1958 212 0 0 0 0 0 21 266 0 88069 604 0 0 0 196 591 14423 3920 0 0 0 155 0 0 47 0 0 0 0 53 0 0 0 0 0 30394 0 0 0 0 18298 0 0 7 0 0 0 0 0 163 227 0 0 0 0 2 12683 0 8261 3 0 0 797 0 6 0 0 598 143 1734 0 0 0 0 0 22 0 0 0 0 240 0 176 33 0 3 0 0 0 0 0 0 0 187 49 10252 1 2523 187 0 0 0 0 8107 0 0 0 0 0 0 0 0 0 1447 0 180 0 0 0 64 0 0 0 0 0 0 0 0 4616 0 0 203 0 555 0 0 0 2 0 7 0 38 0 1343 564 1 0 0 0 9 0 0 0 0 93 0 0 0 0 0 1 
80 229505 0 34 0 0 0 0 0 0 0 0 3 0 10192 0 0 133 0 91 0 0 4709 0 0 5 158 0 0 2270 280 0 0 0 0 0 15 259 0 82616 589 0 0 0 193 629 13515 4668 0 0 0 139 0 0 57 0 0 0 0 52 0 0 0 0 0 32308 0 0 0 0 18321 0 0 2 0 0 0 0 0 183 242 0 0 0 0 0 11470 0 8601 4 0 0 1059 0 10 0 0 586 157 1690 0 0 0 0 0 33 0 0 0 0 197 0 216 50 0 4 0 0 0 0 0 0 0 134 50 10190 0 2941 240 0 0 0 0 8567 0 0 0 0 0 0 0 0 0 1941 0 203 0 0 0 90 0 0 0 0 0 0 0 0 6446 0 0 216 0 630 0 0 0 0 0 8 0 27 0 1287 673 1 0 0 0 11 0 0 0 0 110 0 0 0 0 0 0 
81 235592 0 70 0 0 0 0 0 0 0 0 1 0 11417 0 0 163 0 95 0 0 4866 0 0 17 125 0 0 2340 339 0 0 0 0 0 9 289 0 79198 681 0 0 0 196 603 14750 5028 0 0 0 180 0 0 48 0 0 0 0 37 0 0 0 0 0 33153 0 0 0 0 18973 0 0 5 0 0 0 0 0 171 280 0 0 0 0 5 12617 0 9680 6 0 0 1262 0 4 0 0 564 168 1379 0 0 0 0 0 27 0 0 0 0 220 0 219 51 0 6 0 0 0 0 0 0 0 128 78 10722 0 3182 187 0 0 0 0 8736 0 0 0 0 0 0 0 0 0 2026 0 285 0 0 0 78 0 0 0 0 0 0 0 0 7872 0 0 232 0 593 0 0 0 1 0 7 0 54 0 1231 804 2 0 0 0 20 0 0 0 0 107 0 0 0 0 0 5 
82 249216 0 36 0 0 0 0 0 0 0 0 4 0 14729 0 0 169 0 109 0 0 5072 0 0 3 140 0 0 2385 308 0 0 0 1 0 17 325 0 78295 637 0 0 0 218 664 15709 5041 0 0 0 196 0 0 51 0 0 0 0 27 0 0 0 0 0 33502 0 0 0 0 19240 0 0 10 0 0 0 0 0 175 282 0 0 0 0 5 17684 0 11546 6 0 0 1135 0 7 0 0 600 190 1448 0 0 0 0 0 27 0 0 0 0 301 0 241 49 0 1 0 0 0 0 0 0 0 185 87 11181 2 3186 160 0 0 0 0 9834 0 0 0 0 0 0 0 0 0 2130 0 278 0 0 0 114 0 0 0 0 0 0 0 0 8433 0 0 222 0 615 0 0 0 3 0 1 0 68 0 1167 790 0 0 0 0 39 0 0 0 0 135 0 0 0 0 0 1 
83 271066 0 24 0 0 0 0 0 0 0 0 4 0 12785 0 0 171 0 111 0 0 5493 0 0 5 115 0 0 2389 334 0 0 0 0 0 23 239 0 83329 605 0 0 0 233 681 19402 4698 0 0 0 195 0 0 56 0 0 0 0 13 0 0 0 0 0 37623 0 0 0 0 20266 0 0 9 0 0 0 0 0 192 252 0 0 0 0 3 26086 0 12466 7 0 0 1180 0 3 0 0 600 185 1350 0 0 0 0 0 31 0 0 0 0 301 0 202 43 0 2 0 0 0 0 0 0 0 159 115 11588 0 3144 161 0 0 0 0 10394 0 0 0 0 0 0 0 0 0 2136 0 297 0 0 0 93 0 0 0 0 0 0 0 0 8169 0 0 230 0 616 0 0 0 0 0 3 0 65 0 1284 750 3 0 0 0 17 0 0 0 0 126 0 0 0 0 0 10 
84 255677 0 47 0 0 0 0 0 0 0 0 5 0 10317 0 0 171 0 104 0 0 4793 0 0 0 94 0 0 2026 267 0 0 0 0 0 10 208 0 83052 531 0 0 0 202 692 19022 4077 0 0 0 195 0 0 41 0 0 0 0 37 0 0 0 0 0 31701 0 0 0 0 18293 0 0 3 0 0 0 0 0 164 222 0 0 0 0 4 29965 0 12740 2 0 0 828 0 3 0 0 560 147 1027 0 0 0 0 0 39 0 0 0 0 201 0 158 20 0 5 0 0 0 0 0 0 0 107 108 10488 0 2521 135 0 0 0 0 8674 0 0 0 0 0 0 0 0 0 2011 0 290 0 0 0 87 0 0 0 0 0 0 0 0 6561 0 0 196 0 486 0 0 0 1 0 1 0 71 0 1078 731 2 0 0 0 27 0 0 0 0 127 0 0 0 0 0 2 
85 306668 0 72 0 0 0 0 0 0 0 0 8 0 10010 0 0 195 0 148 0 0 5415 0 0 7 138 0 0 1832 372 0 0 0 0 0 13 202 0 106194 515 0 0 0 225 723 24965 4339 0 0 0 189 0 0 57 0 0 0 0 28 0 0 0 0 0 31671 0 0 0 0 21519 0 0 5 0 0 0 0 0 211 258 0 0 0 0 5 42611 0 14701 2 0 0 1031 0 5 0 0 740 197 1333 0 0 0 0 0 20 0 0 0 0 253 0 166 49 0 2 0 0 0 0 0 0 0 119 140 12040 2 3185 141 0 0 0 0 8557 0 0 0 0 0 0 0 0 0 2211 0 232 0 0 0 109 0 0 0 0 0 0 0 0 6791 0 0 175 0 558 0 0 0 0 0 6 0 49 0 1152 609 1 0 0 0 42 0 0 0 0 123 0 0 0 0 0 0 
86 315321 0 70 0 0 0 0 0 0 0 0 4 0 11594 0 0 184 0 129 0 0 5557 0 0 5 183 0 0 1680 312 0 0 0 0 0 16 203 0 118008 472 0 0 0 263 652 27233 4216 0 0 0 216 0 0 36 0 0 0 0 49 0 0 0 0 0 24454 0 0 0 0 22392 0 0 4 0 0 0 0 0 219 231 0 0 0 0 7 45989 0 12954 6 0 0 1088 0 4 0 0 802 181 1282 0 0 0 0 0 20 0 0 0 0 205 0 165 45 0 5 0 0 0 0 0 0 0 102 97 11028 2 2922 103 0 0 0 0 8011 0 0 0 0 0 0 0 0 0 2194 0 277 0 0 0 110 0 0 0 0 0 0 0 0 6568 0 0 166 0 556 0 0 0 0 0 7 0 45 0 1153 720 2 0 0 0 32 0 0 0 0 91 0 0 0 0 0 0 
87 207537 0 15 0 0 0 0 0 0 0 0 0 0 8742 0 0 108 0 93 0 0 3351 0 0 12 84 0 0 1211 217 0 0 0 0 0 15 126 0 83724 289 0 0 0 193 403 19379 2916 0 0 0 120 0 0 46 0 0 0 0 19 0 0 0 0 0 11746 0 0 0 0 14882 0 0 2 0 0 0 0 0 140 163 0 0 0 0 1 28744 0 6707 5 0 0 603 0 2 0 0 575 129 899 0 0 0 0 0 21 0 0 0 0 171 0 118 24 0 2 0 0 0 0 0 0 0 55 67 6232 0 1650 83 0 0 0 0 6005 0 0 0 0 0 0 0 0 0 1107 0 264 0 0 0 54 0 0 0 0 0 0 0 0 4245 0 0 123 0 306 0 0 0 0 0 2 0 22 0 770 477 2 0 0 0 12 0 0 0 0 63 0 0 0 0 0 1 
88 196945 0 13 0 0 0 0 0 0 0 0 2 0 7948 0 0 88 0 91 0 0 2879 0 0 7 87 0 0 1059 260 0 0 0 0 0 11 122 0 85666 188 0 0 0 186 384 20797 2581 0 0 0 149 0 0 24 0 0 0 0 22 0 0 0 0 0 6359 0 0 0 0 14867 0 0 2 0 0 0 0 0 118 145 0 0 0 0 4 26059 0 4510 1 0 0 552 0 5 0 0 538 121 829 0 0 0 0 0 17 0 0 0 0 166 0 95 24 0 3 0 0 0 0 0 0 0 54 79 4598 1 1857 77 0 0 0 0 6410 0 0 0 0 0 0 0 0 0 888 0 185 0 0 0 60 0 0 0 0 0 0 0 0 4325 0 0 141 0 290 0 0 0 2 0 3 0 32 0 417 473 0 0 0 0 13 0 0 0 0 57 0 0 0 0 0 4 
89 315052 0 14 0 0 0 0 0 0 0 0 1 0 14955 0 0 178 0 122 0 0 3462 0 0 9 102 0 0 1868 326 0 0 0 0 0 14 252 0 142370 247 0 0 0 258 527 35376 4439 0 0 0 201 0 0 48 0 0 0 0 25 0 0 0 0 0 6262 0 0 0 0 23802 0 0 14 0 0 0 0 0 279 242 0 0 0 0 3 39364 0 4442 2 0 0 1061 0 8 0 0 856 132 1158 0 0 0 0 0 30 0 0 0 0 223 0 173 24 0 1 0 0 0 0 0 0 0 50 93 5215 0 3071 137 0 0 0 0 12116 0 0 0 0 0 0 0 0 0 1504 0 286 0 0 0 31 0 0 0 0 0 0 0 0 7495 0 0 236 0 578 0 0 0 0 0 6 0 63 0 489 681 1 0 0 0 12 0 0 0 0 116 0 0 0 0 0 2 
90 317868 0 10 0 0 0 0 0 0 0 0 1 0 19310 0 0 176 0 128 0 0 2163 0 0 3 49 0 0 1844 277 0 0 0 0 0 9 289 0 146078 160 0 0 0 247 536 34021 4417 0 0 0 245 0 0 59 0 0 0 0 16 0 0 0 0 0 4217 0 0 0 0 24298 0 0 7 0 0 0 0 0 260 242 0 0 0 0 1 40032 0 2985 5 0 0 1085 0 12 0 0 822 218 727 0 0 0 0 0 21 0 0 0 0 221 0 188 25 0 1 0 0 0 0 0 0 0 73 114 3400 1 2982 150 0 0 0 0 13826 0 0 0 0 0 0 0 0 0 1839 0 284 0 0 0 29 0 0 0 0 0 0 0 0 7660 0 0 234 0 606 0 0 0 3 0 12 0 57 0 392 663 0 0 0 0 4 0 0 0 0 129 0 0 0 0 0 5 
91 318154 0 3 0 0 0 0 0 0 0 0 1 0 12694 0 0 204 0 136 0 0 1339 0 0 1 26 0 0 2241 293 0 0 0 1 0 0 346 0 145836 251 0 0 0 268 508 33198 4217 0 0 0 205 0 0 50 0 0 0 0 19 0 0 0 0 0 3255 0 0 0 0 24569 0 0 1 0 0 0 0 0 226 279 0 0 0 0 1 49785 0 2266 0 0 0 1115 0 4 0 0 810 193 427 0 0 0 0 0 11 0 0 0 0 227 0 220 14 0 3 0 0 0 0 0 0 0 31 120 2464 3 3197 181 0 0 0 0 13671 0 0 0 0 0 0 0 0 0 2080 0 328 0 0 0 5 0 0 0 0 0 0 0 0 8952 0 0 311 0 490 0 0 0 0 0 12 0 62 0 221 641 0 0 0 0 4 0 0 0 0 135 0 0 0 0 0 3 
92 319544 0 6 0 0 0 0 0 0 0 0 0 0 11281 0 0 167 0 139 0 0 769 0 0 0 16 0 0 1746 306 0 0 0 0 0 3 360 0 142971 127 0 0 0 352 493 33647 3788 0 0 0 178 0 0 36 0 0 0 0 13 0 0 0 0 0 4406 0 0 0 0 24358 0 0 0 0 0 0 0 0 240 222 0 0 0 0 2 55250 0 2003 1 0 0 1122 0 4 0 0 845 165 358 0 0 0 0 0 7 0 0 0 0 197 0 217 1 0 3 0 0 0 0 0 0 0 40 113 2288 3 3237 126 0 0 0 0 12093 0 0 0 0 0 0 0 0 0 2309 0 292 0 0 0 3 0 0 0 0 0 0 0 0 11491 0 0 317 0 461 0 0 0 1 0 5 0 40 0 154 659 0 0 0 0 0 0 0 0 0 111 0 0 0 0 0 2 
93 316529 0 0 0 0 0 0 0 0 0 0 0 0 10140 0 0 127 0 114 0 0 488 0 0 0 6 0 0 1273 216 0 0 0 0 0 1 268 0 140841 132 0 0 0 351 446 36464 3109 0 0 0 123 0 0 31 0 0 0 0 11 0 0 0 0 0 9620 0 0 0 0 24415 0 0 1 0 0 0 0 0 250 197 0 0 0 0 0 54143 0 2386 0 0 0 945 0 3 0 0 787 135 176 0 0 0 0 0 0 0 0 0 0 104 0 114 4 0 0 0 0 0 0 0 0 0 41 103 2259 2 2987 80 0 0 0 0 10972 0 0 0 0 0 0 0 0 0 1433 0 200 0 0 0 0 0 0 0 0 0 0 0 0 9675 0 0 232 0 344 0 0 0 0 0 7 0 34 0 246 396 0 0 0 0 3 0 0 0 0 93 0 0 0 0 0 1 
94 314976 0 0 0 0 0 0 0 0 0 0 1 0 8942 0 0 81 0 153 0 0 460 0 0 0 7 0 0 968 207 0 0 0 0 0 0 110 0 136702 179 0 0 0 266 430 38504 2243 0 0 0 174 0 0 28 0 0 0 0 5 0 0 0 0 0 15115 0 0 0 0 23298 0 0 1 0 0 0 0 0 221 191 0 0 0 0 0 57730 0 3294 1 0 0 642 0 2 0 0 796 135 137 0 0 0 0 0 0 0 0 0 0 76 0 100 3 0 1 0 0 0 0 0 0 0 40 106 3112 3 2142 45 0 0 0 0 8514 0 0 0 0 0 0 0 0 0 867 0 185 0 0 0 4 0 0 0 0 0 0 0 0 7343 0 0 162 0 348 0 0 0 0 0 6 0 41 0 410 367 0 0 0 0 1 0 0 0 0 76 0 0 0 0 0 1 
95 313666 0 3 0 0 0 0 0 0 0 0 1 0 3754 0 0 89 0 131 0 0 1065 0 0 1 5 0 0 680 188 0 0 0 0 0 1 62 0 139007 260 0 0 0 203 407 38834 1365 0 0 0 167 0 0 16 0 0 0 0 4 0 0 0 0 0 15385 0 0 0 0 23278 0 0 0 0 0 0 0 0 216 133 0 0 0 0 0 63231 0 4001 0 0 0 456 0 2 0 0 776 111 191 0 0 0 0 0 2 0 0 0 0 57 0 58 3 0 1 0 0 0 0 0 0 0 62 112 4350 0 1341 14 0 0 0 0 6342 0 0 0 0 0 0 0 0 0 509 0 154 0 0 0 11 0 0 0 0 0 0 0 0 5327 0 0 83 0 293 0 0 0 2 0 1 0 29 0 619 210 1 0 0 0 5 0 0 0 0 56 0 0 0 0 0 1 
96 315113 0 0 0 0 0 0 0 0 0 0 2 0 2181 0 0 106 0 150 0 0 1582 0 0 1 21 0 0 494 135 0 0 0 0 0 3 50 0 135098 300 0 0 0 219 477 42515 949 0 0 0 161 0 0 10 0 0 0 0 7 0 0 0 0 0 13227 0 0 0 0 22672 0 0 0 0 0 0 0 0 164 110 0 0 0 0 1 71565 0 4500 0 0 0 268 0 0 0 0 730 113 295 0 0 0 0 0 11 0 0 0 0 44 0 40 6 0 1 0 0 0 0 0 0 0 69 80 5751 0 1016 21 0 0 0 0 4530 0 0 0 0 0 0 0 0 0 375 0 131 0 0 0 32 0 0 0 0 0 0 0 0 3633 0 0 53 0 363 0 0 0 0 0 2 0 11 0 596 182 4 0 0 0 6 0 0 0 0 50 0 0 0 0 0 0 
97 317132 0 8 0 0 0 0 0 0 0 0 1 0 1227 0 0 89 0 181 0 0 2032 0 0 8 48 0 0 468 140 0 0 0 0 0 9 35 0 138412 333 0 0 0 238 378 43029 822 0 0 0 121 0 0 6 0 0 0 0 11 0 0 0 0 0 13757 0 0 0 0 22452 0 0 0 0 0 0 0 0 180 103 0 0 0 0 0 71814 0 5051 4 0 0 222 0 0 0 0 793 121 511 0 0 0 0 0 8 0 0 0 0 78 0 26 9 0 1 0 0 0 0 0 0 0 81 74 5879 1 845 24 0 0 0 0 3285 0 0 0 0 0 0 0 0 0 340 0 144 0 0 0 76 0 0 0 0 0 0 0 0 2450 0 0 39 0 260 0 0 0 0 0 0 0 17 0 659 173 2 0 0 0 16 0 0 0 0 41 0 0 0 0 0 0 
98 316896 0 19 0 0 0 0 0 0 0 0 1 0 983 0 0 83 0 156 0 0 2376 0 0 10 69 0 0 381 161 0 0 0 0 0 22 23 0 144155 302 0 0 0 212 504 45806 948 0 0 0 112 0 0 6 0 0 0 0 18 0 0 0 0 0 13808 0 0 0 0 22931 0 0 1 0 0 0 0 0 169 91 0 0 0 0 1 60352 0 5783 5 0 0 213 0 0 0 0 835 102 766 0 0 0 0 0 4 0 0 0 0 98 0 21 37 0 4 0 0 0 0 0 0 0 116 73 7055 0 834 14 0 0 0 0 3588 0 0 0 0 0 0 0 0 0 352 0 141 0 0 0 93 0 0 0 0 0 0 0 0 1721 0 0 42 0 290 0 0 0 0 0 1 0 11 0 755 172 2 0 0 0 24 0 0 0 0 44 0 0 0 0 0 0 
99 306924 0 37 0 0 0 0 0 0 0 0 1 0 1424 0 0 98 0 136 0 0 2955 0 0 6 121 0 0 509 311 0 0 0 0 0 15 65 0 146193 377 0 0 0 182 463 41417 1426 0 0 0 128 0 0 9 0 0 0 0 17 0 0 0 0 0 20236 0 0 0 0 23408 0 0 2 0 0 0 0 0 173 97 0 0 0 0 0 40938 0 6411 3 0 0 256 0 0 0 0 807 111 1025 0 0 0 0 0 19 0 0 0 0 122 0 32 36 0 7 0 0 0 0 0 0 0 135 60 7494 0 691 43 0 0 0 0 5348 0 0 0 0 0 0 0 0 0 362 0 242 0 0 0 53 0 0 0 0 0 0 0 0 1551 0 0 43 0 300 0 0 0 0 0 0 0 16 0 765 198 1 0 0 0 7 0 0 0 0 42 0 0 0 0 0 0 
100 284088 0 48 0 0 0 0 0 0 0 0 2 0 4039 0 0 111 0 112 0 0 3878 0 0 13 144 0 0 813 184 0 0 0 0 0 14 114 0 140926 470 0 0 0 183 513 34379 2338 0 0 0 111 0 0 17 0 0 0 0 30 0 0 0 0 0 16675 0 0 0 0 22036 0 0 4 0 0 0 0 0 147 107 0 0 0 0 9 25208 0 7354 8 0 0 355 0 4 0 0 879 168 1450 0 0 0 0 0 12 0 0 0 0 158 0 82 35 0 2 0 0 0 0 0 0 0 116 46 8784 1 894 103 0 0 0 0 6538 0 0 0 0 0 0 0 0 0 784 0 156 0 0 0 91 0 0 0 0 0 0 0 0 1603 0 0 103 0 396 0 0 0 0 0 0 0 12 0 1021 252 3 0 0 0 8 0 0 0 0 44 0 0 0 0 0 1 
101 261251 0 39 0 0 0 0 0 0 0 0 1 0 5424 0 0 109 0 97 0 0 4128 0 0 5 134 0 0 1142 206 0 0 0 0 0 15 171 0 135500 396 0 0 0 164 601 24783 3272 0 0 0 130 0 0 27 0 0 0 0 29 0 0 0 0 0 16228 0 0 0 0 20376 0 0 10 0 0 0 0 0 138 159 0 0 0 0 3 13524 0 7166 8 0 0 457 0 5 0 0 774 138 1495 0 0 0 0 0 18 0 0 0 0 251 0 105 42 0 9 0 0 0 0 0 0 0 151 50 9234 1 1360 154 0 0 0 0 6914 0 0 0 0 0 0 0 0 0 1008 0 133 0 0 0 98 0 0 0 0 0 0 0 0 2749 0 0 124 0 495 0 0 0 0 0 3 0 11 0 883 512 2 0 0 0 11 0 0 0 0 79 0 0 0 0 0 0 
